driver id,car id,drive name,city,vechicle type,vechicle age,battery capacity(kw),total km driven,current charge percentage,estimated rangekm,batery health,vechicle-status,average energy per km kwh,charging cost,total maintanace cost,max speed,gross revenue,driver earnings
11132,111132,Driver_11132,Hyderabad,Sedan,7.3,75,58631.1,99.9,483.4,78.3,Inactive,0.155,4278.0,32074.97,160,447796.86,306131.32
11133,111133,Driver_11133,Delhi,Mini EV,2.9,30,178771.0,92.0,222.6,91.9,Active,0.124,3844.92,20015.81,100,603815.37,371966.4
11134,111134,Driver_11134,Bangalore,Sedan,4.4,30,142569.7,79.1,129.7,73.1,Inactive,0.183,2019.16,23301.77,160,349842.18,183146.9
11135,111135,Driver_11135,Mumbai,Hatchback,1.6,30,103755.4,72.2,157.0,92.1,Active,0.138,2590.84,25692.94,100,271551.68,112657.42
11136,111136,Driver_11136,Bangalore,Sedan,3.1,60,59286.4,92.3,429.3,85.1,Inactive,0.129,954.27,38050.02,140,350331.55,214980.41
11137,111137,Driver_11137,Bangalore,Hatchback,4.5,50,138885.8,89.0,223.6,84.7,Active,0.199,3250.65,25364.14,140,429439.88,277293.8
11138,111138,Driver_11138,Delhi,Mini EV,0.6,50,248640.2,92.9,274.9,85.0,Inactive,0.169,2321.25,32325.51,100,134738.87,56203.16
11139,111139,Driver_11139,Chennai,Hatchback,7.0,50,8233.3,85.8,239.7,87.1,Active,0.179,2556.02,15794.16,160,254164.57,144512.92
11140,111140,Driver_11140,Chennai,Mini EV,6.7,40,77402.8,58.1,125.6,88.2,Active,0.185,4211.17,17723.88,120,276012.18,111676.67
11141,111141,Driver_11141,Hyderabad,Sedan,2.5,40,219109.3,38.0,81.7,84.0,Active,0.186,1756.28,42174.27,120,450679.16,221592.56
11142,111142,Driver_11142,Hyderabad,SUV,6.6,75,230314.7,18.0,71.1,77.2,Active,0.19,1302.73,47473.69,120,408132.45,187198.53
11143,111143,Driver_11143,Bangalore,SUV,3.0,30,69979.9,17.2,31.1,94.7,Maintenance,0.166,1926.8,32197.64,160,239716.06,107731.97
11144,111144,Driver_11144,Chennai,Mini EV,4.9,40,8161.4,24.7,76.6,86.9,Inactive,0.129,2068.95,20692.03,160,189051.0,89114.46
11145,111145,Driver_11145,Bangalore,Mini EV,2.3,30,180758.9,11.2,24.0,98.2,Active,0.14,729.21,31315.57,140,589759.64,407304.52
11146,111146,Driver_11146,Chennai,Hatchback,1.4,40,153323.7,95.7,208.0,77.0,Maintenance,0.184,988.94,6946.5,160,534921.44,326732.54
11147,111147,Driver_11147,Delhi,Sedan,3.6,30,14395.8,17.9,27.4,90.3,Maintenance,0.196,1886.2,45300.77,100,291588.95,177335.77
11148,111148,Driver_11148,Delhi,SUV,4.2,60,60474.7,90.0,346.2,97.5,Inactive,0.156,2952.26,9927.36,100,125364.83,82570.97
11149,111149,Driver_11149,Hyderabad,Hatchback,1.2,75,238661.8,73.9,384.9,98.3,Active,0.144,4972.73,35511.89,100,520822.09,363274.3
11150,111150,Driver_11150,Hyderabad,SUV,3.2,75,37894.4,57.8,290.9,96.8,Inactive,0.149,2676.34,13822.98,120,507333.5,290916.83
11151,111151,Driver_11151,Bangalore,Hatchback,0.7,50,7068.6,29.2,74.1,95.9,Inactive,0.197,1100.62,7828.46,160,327935.03,206558.48
11152,111152,Driver_11152,Bangalore,SUV,7.5,60,73067.2,37.2,165.3,80.4,Active,0.135,908.52,10001.27,100,459505.7,273853.09
11153,111153,Driver_11153,Mumbai,SUV,5.1,50,236619.0,49.2,179.6,90.2,Inactive,0.137,4507.6,36210.32,100,327575.23,189400.19
11154,111154,Driver_11154,Chennai,SUV,5.4,50,186619.3,15.6,53.4,74.8,Active,0.146,4250.7,17556.17,160,721436.18,424633.24
11155,111155,Driver_11155,Bangalore,Mini EV,5.2,50,146197.4,61.4,232.6,88.7,Inactive,0.132,2408.19,20819.04,120,292621.51,133519.05
11156,111156,Driver_11156,Hyderabad,Hatchback,1.5,40,197964.5,55.1,119.1,87.6,Inactive,0.185,4808.73,39711.4,140,100398.57,69012.21
11157,111157,Driver_11157,Bangalore,SUV,3.8,50,213524.5,66.4,184.4,70.3,Active,0.18,4962.1,17651.48,140,76530.62,39471.41
11158,111158,Driver_11158,Delhi,Hatchback,1.7,60,131526.5,32.1,150.5,79.5,Maintenance,0.128,1500.17,32520.25,140,206450.76,117622.0
11159,111159,Driver_11159,Hyderabad,Hatchback,7.5,60,244811.4,92.3,281.1,92.7,Maintenance,0.197,4935.06,3481.52,160,64029.99,42600.91
11160,111160,Driver_11160,Delhi,Sedan,4.5,75,154983.7,43.2,198.8,99.8,Maintenance,0.163,3138.69,15629.82,100,576968.37,333275.37
11161,111161,Driver_11161,Hyderabad,Mini EV,1.5,30,221742.7,12.1,20.5,95.7,Inactive,0.177,1664.87,36582.1,120,765539.78,463391.59
11162,111162,Driver_11162,Mumbai,SUV,3.8,40,172442.6,60.4,143.0,99.0,Maintenance,0.169,785.35,32227.14,160,764791.42,521501.27
11163,111163,Driver_11163,Hyderabad,Mini EV,7.2,60,5309.4,29.0,95.1,84.8,Inactive,0.183,4918.93,12367.59,100,614454.52,375662.42
11164,111164,Driver_11164,Bangalore,SUV,3.9,30,94408.2,41.2,79.7,81.1,Maintenance,0.155,3001.61,22283.06,160,339062.84,187899.7
11165,111165,Driver_11165,Hyderabad,SUV,3.7,40,119063.2,66.3,185.5,86.1,Active,0.143,3500.49,11189.54,160,508600.85,267887.97
11166,111166,Driver_11166,Chennai,Hatchback,6.0,40,23315.8,59.8,146.7,82.0,Maintenance,0.163,742.28,9912.94,100,472737.55,282404.18
11167,111167,Driver_11167,Mumbai,SUV,7.7,30,28780.5,21.7,45.8,75.8,Active,0.142,2872.98,20413.0,160,641571.02,346177.79
11168,111168,Driver_11168,Hyderabad,Hatchback,2.8,30,15094.4,50.7,123.7,78.7,Active,0.123,3917.49,18777.08,100,288422.93,201350.82
11169,111169,Driver_11169,Mumbai,Hatchback,7.6,75,143877.6,27.6,133.5,71.6,Active,0.155,3624.58,21126.45,160,745453.88,429331.35
11170,111170,Driver_11170,Hyderabad,Hatchback,5.0,50,65261.6,39.7,144.9,81.8,Maintenance,0.137,1396.26,19341.27,160,518300.82,280825.48
11171,111171,Driver_11171,Mumbai,Sedan,4.9,40,220899.4,96.1,195.1,97.4,Inactive,0.197,4179.41,18895.59,100,408336.33,245956.11
11172,111172,Driver_11172,Chennai,Mini EV,2.0,50,118823.8,36.8,125.2,87.9,Inactive,0.147,3281.9,27674.09,140,670049.2,347117.73
11173,111173,Driver_11173,Bangalore,SUV,1.2,30,149360.5,91.6,192.2,98.1,Maintenance,0.143,2911.82,11420.19,160,195498.96,122590.4
11174,111174,Driver_11174,Bangalore,Sedan,4.7,60,243415.4,38.7,133.4,79.8,Active,0.174,3467.87,25623.91,160,778396.82,456404.07
11175,111175,Driver_11175,Chennai,Sedan,2.9,75,30309.0,60.9,265.6,92.1,Inactive,0.172,1589.16,25815.21,140,732582.71,437952.46
11176,111176,Driver_11176,Mumbai,Sedan,7.4,60,174988.5,59.4,210.9,73.1,Inactive,0.169,4012.83,36650.82,140,686144.37,280856.65
11177,111177,Driver_11177,Bangalore,SUV,6.1,40,16858.3,75.5,180.8,77.3,Active,0.167,3086.48,45304.68,140,633507.31,395275.75
11178,111178,Driver_11178,Bangalore,Sedan,2.9,50,173007.5,17.0,45.9,76.4,Inactive,0.185,733.66,18701.8,100,648775.12,422695.88
11179,111179,Driver_11179,Mumbai,Hatchback,5.3,60,191047.4,11.7,44.7,75.9,Inactive,0.157,3028.72,27020.59,100,96799.25,54577.15
11180,111180,Driver_11180,Mumbai,SUV,7.6,75,211769.9,58.3,282.1,72.6,Inactive,0.155,2037.46,18247.46,140,125070.5,65677.05
11181,111181,Driver_11181,Chennai,Hatchback,4.6,40,116154.4,59.6,130.3,88.7,Active,0.183,3895.69,14529.5,120,646512.68,301188.0
11182,111182,Driver_11182,Bangalore,Mini EV,4.3,75,23299.0,34.0,140.9,95.6,Active,0.181,1778.46,44211.35,160,102651.35,59175.43
11183,111183,Driver_11183,Mumbai,Sedan,5.0,75,198719.7,13.9,54.0,94.1,Inactive,0.193,3149.91,22124.01,140,590616.86,331401.73
11184,111184,Driver_11184,Bangalore,Mini EV,1.9,40,147871.6,90.9,298.0,73.5,Maintenance,0.122,1072.39,36249.19,140,615322.27,305339.53
11185,111185,Driver_11185,Mumbai,Sedan,5.5,50,241333.0,84.0,234.6,98.6,Maintenance,0.179,4759.97,21843.62,100,382732.6,254409.24
11186,111186,Driver_11186,Bangalore,Sedan,2.9,50,33103.9,82.9,280.1,72.1,Inactive,0.148,3132.35,17372.98,100,128380.55,71437.87
11187,111187,Driver_11187,Mumbai,Mini EV,7.9,30,193539.8,56.3,99.4,95.6,Inactive,0.17,2482.0,30369.67,120,310162.38,131145.08
11188,111188,Driver_11188,Delhi,Sedan,5.3,75,239295.5,76.1,385.6,70.3,Maintenance,0.148,880.34,29709.45,140,211083.22,125893.67
11189,111189,Driver_11189,Chennai,SUV,6.5,40,231964.4,68.0,149.5,89.2,Active,0.182,4027.5,48684.87,100,185986.08,92829.13
11190,111190,Driver_11190,Chennai,Hatchback,1.6,50,78967.1,21.3,72.9,93.7,Inactive,0.146,1063.18,19958.36,140,228756.27,118954.24
11191,111191,Driver_11191,Chennai,SUV,3.1,75,13961.9,79.6,321.0,76.6,Active,0.186,4770.22,20617.39,160,408027.32,183178.62
11192,111192,Driver_11192,Delhi,Hatchback,3.8,60,38088.5,41.6,134.2,89.2,Active,0.186,1023.83,5520.72,100,442808.8,215657.98
11193,111193,Driver_11193,Delhi,SUV,7.9,60,38889.4,53.7,264.1,80.8,Maintenance,0.122,2229.47,9840.98,140,270477.54,140743.42
11194,111194,Driver_11194,Bangalore,Mini EV,7.1,60,173979.6,10.3,32.5,97.4,Maintenance,0.19,2442.13,29069.44,120,492448.27,322363.06
11195,111195,Driver_11195,Mumbai,SUV,5.1,75,179293.0,38.2,212.2,82.6,Maintenance,0.135,895.25,23717.99,140,768487.17,536265.21
11196,111196,Driver_11196,Mumbai,SUV,6.5,75,6476.6,19.7,77.8,92.6,Inactive,0.19,2194.74,8382.95,120,435736.86,266893.57
11197,111197,Driver_11197,Mumbai,Sedan,2.9,40,195541.4,83.3,172.6,99.5,Maintenance,0.193,1150.8,22871.88,100,682802.86,436802.29
11198,111198,Driver_11198,Bangalore,Mini EV,6.0,40,235875.6,82.6,206.5,76.2,Active,0.16,633.68,19191.25,160,107066.07,55906.34
11199,111199,Driver_11199,Mumbai,Sedan,2.2,60,72935.0,12.4,49.3,79.1,Active,0.151,923.72,17494.37,160,531630.21,300840.57
11200,111200,Driver_11200,Chennai,Hatchback,1.2,40,162603.7,31.1,88.9,80.8,Active,0.14,1843.34,26810.52,160,328544.37,229027.0
11201,111201,Driver_11201,Hyderabad,Hatchback,6.3,75,225892.9,42.1,169.8,78.5,Active,0.186,4278.39,37541.87,120,620879.51,296418.06
11202,111202,Driver_11202,Chennai,SUV,4.5,50,107803.3,21.6,59.3,99.7,Active,0.182,1320.53,25747.49,160,734425.3,392227.48
11203,111203,Driver_11203,Mumbai,SUV,2.3,50,89406.9,64.9,174.5,73.7,Inactive,0.186,1106.08,36688.53,160,172130.0,84613.06
11204,111204,Driver_11204,Mumbai,SUV,5.8,50,162907.5,13.2,50.8,90.9,Active,0.13,2316.29,38621.0,160,597778.61,386082.14
11205,111205,Driver_11205,Chennai,Hatchback,1.5,50,35488.9,39.3,107.4,87.1,Active,0.183,3335.03,20506.6,160,580030.16,232226.2
11206,111206,Driver_11206,Bangalore,Mini EV,6.1,60,56329.9,55.0,194.1,70.5,Maintenance,0.17,4652.76,19803.02,140,580264.71,304671.01
11207,111207,Driver_11207,Chennai,SUV,5.0,75,242121.0,75.0,302.4,93.4,Active,0.186,1739.17,11820.26,120,332653.99,153529.87
11208,111208,Driver_11208,Bangalore,Mini EV,7.6,50,23439.2,28.2,94.0,76.0,Inactive,0.15,3728.39,26165.65,160,581932.92,289856.8
11209,111209,Driver_11209,Delhi,SUV,5.4,50,22009.8,75.1,280.2,99.0,Inactive,0.134,4627.37,30577.52,140,463425.93,193225.02
11210,111210,Driver_11210,Delhi,Sedan,6.0,60,218179.0,20.7,73.1,78.9,Inactive,0.17,3054.8,29406.05,160,585100.91,342763.99
11211,111211,Driver_11211,Chennai,SUV,5.3,75,60664.4,80.9,421.4,94.9,Inactive,0.144,607.65,21304.77,100,549071.65,231309.17
11212,111212,Driver_11212,Chennai,Sedan,4.5,75,151490.6,67.6,314.9,83.3,Active,0.161,630.75,36269.66,160,331805.17,185092.12
11213,111213,Driver_11213,Mumbai,Hatchback,6.0,60,139007.9,71.4,229.1,74.3,Inactive,0.187,4199.86,24873.44,120,140753.52,96866.8
11214,111214,Driver_11214,Delhi,Hatchback,5.3,75,119116.5,91.8,444.2,88.5,Inactive,0.155,4377.88,38330.43,100,61362.5,33658.64
11215,111215,Driver_11215,Bangalore,SUV,4.5,40,242058.9,69.2,144.9,74.8,Active,0.191,2953.29,29617.73,120,710112.3,312455.36
11216,111216,Driver_11216,Delhi,Sedan,6.8,75,204423.9,94.1,358.2,83.1,Inactive,0.197,516.07,17382.31,100,288836.05,118625.31
11217,111217,Driver_11217,Delhi,Sedan,6.3,75,116709.5,75.3,344.4,91.5,Maintenance,0.164,4834.12,45086.55,100,704917.42,303410.78
11218,111218,Driver_11218,Delhi,Sedan,1.1,50,183941.8,44.7,144.2,79.8,Maintenance,0.155,2805.33,29603.88,100,357553.23,155835.73
11219,111219,Driver_11219,Delhi,SUV,7.9,40,179657.4,27.0,73.5,95.9,Inactive,0.147,1435.41,25231.73,120,458544.18,297502.4
11220,111220,Driver_11220,Bangalore,SUV,5.0,60,117400.0,33.8,113.3,98.8,Inactive,0.179,2868.59,24356.71,100,713802.34,387534.56
11221,111221,Driver_11221,Chennai,SUV,6.2,50,173058.1,22.3,84.5,80.2,Maintenance,0.132,3843.51,31383.46,160,234838.83,98159.39
11222,111222,Driver_11222,Mumbai,Sedan,1.5,75,169597.2,39.6,212.1,71.6,Active,0.14,3060.93,28526.06,100,475626.01,233571.55
11223,111223,Driver_11223,Bangalore,Hatchback,1.4,30,210356.8,70.3,123.3,80.2,Maintenance,0.171,3924.94,24960.16,160,692782.24,362408.74
11224,111224,Driver_11224,Bangalore,Mini EV,8.0,50,245218.5,22.3,72.9,99.6,Maintenance,0.153,2766.04,24021.0,100,520129.3,359981.46
11225,111225,Driver_11225,Bangalore,SUV,3.5,30,13099.2,23.7,37.4,83.9,Active,0.19,3109.33,41752.21,140,463634.37,201229.53
11226,111226,Driver_11226,Hyderabad,Hatchback,4.3,50,119998.8,41.8,109.4,77.0,Inactive,0.191,3687.28,29542.75,120,679936.46,372438.54
11227,111227,Driver_11227,Bangalore,Hatchback,4.9,50,240265.0,53.4,148.3,75.9,Inactive,0.18,1019.37,32259.17,120,605049.4,357856.52
11228,111228,Driver_11228,Delhi,Sedan,3.4,60,92645.6,14.3,60.4,87.5,Inactive,0.142,1780.98,17605.14,160,754215.05,394796.91
11229,111229,Driver_11229,Chennai,SUV,2.4,50,236523.5,91.2,294.2,82.3,Active,0.155,782.03,32869.11,120,387206.01,193302.22
11230,111230,Driver_11230,Delhi,Hatchback,6.6,60,226869.7,60.2,258.0,99.5,Active,0.14,2749.3,28174.74,120,113210.5,54957.17
11231,111231,Driver_11231,Delhi,SUV,2.3,60,207639.0,56.5,262.8,72.8,Active,0.129,4800.62,33497.84,120,769454.74,366307.83
11232,111232,Driver_11232,Bangalore,Sedan,0.8,60,237978.8,38.2,126.6,74.6,Active,0.181,3549.02,25784.7,140,673491.43,431512.9
11233,111233,Driver_11233,Chennai,Mini EV,3.6,30,101660.9,47.8,82.9,92.1,Active,0.173,3027.45,23007.52,140,399027.97,270482.19
11234,111234,Driver_11234,Delhi,SUV,1.2,30,148125.1,50.8,88.1,90.4,Maintenance,0.173,4115.61,39263.83,160,622225.04,382519.11
11235,111235,Driver_11235,Delhi,Hatchback,2.2,40,60548.0,57.3,146.0,84.9,Inactive,0.157,4460.28,19586.71,120,334570.03,177772.42
11236,111236,Driver_11236,Chennai,Sedan,1.2,50,159854.4,43.8,178.0,70.9,Inactive,0.123,2044.67,40283.28,120,129362.93,56778.27
11237,111237,Driver_11237,Chennai,Hatchback,3.3,75,79608.0,20.6,91.4,91.1,Active,0.169,768.6,47489.43,100,318435.13,183808.04
11238,111238,Driver_11238,Mumbai,SUV,4.5,75,46442.4,77.0,333.8,80.7,Maintenance,0.173,4010.8,23536.29,160,275064.91,114830.56
11239,111239,Driver_11239,Bangalore,Mini EV,1.7,60,106466.5,13.8,65.2,72.0,Inactive,0.127,1504.74,21134.01,160,782847.0,528955.4
11240,111240,Driver_11240,Bangalore,Mini EV,2.3,30,247424.2,100.0,222.2,79.2,Active,0.135,980.65,34009.69,160,623343.37,414078.9
11241,111241,Driver_11241,Chennai,Sedan,2.2,75,143225.1,74.3,428.7,94.5,Inactive,0.13,3260.43,20567.17,140,190405.53,114781.88
11242,111242,Driver_11242,Bangalore,Hatchback,1.3,75,167305.9,22.3,139.4,78.4,Active,0.12,3405.04,18620.12,120,689435.39,426593.09
11243,111243,Driver_11243,Hyderabad,Mini EV,3.3,50,154508.1,43.7,130.1,88.9,Maintenance,0.168,2980.54,32133.79,120,583920.68,344977.13
11244,111244,Driver_11244,Chennai,Hatchback,5.8,60,23955.7,78.4,267.3,86.4,Inactive,0.176,3713.99,13931.25,140,696543.37,474629.58
11245,111245,Driver_11245,Mumbai,Sedan,0.7,75,199842.0,31.3,127.6,72.2,Inactive,0.184,3571.05,9758.0,100,288571.0,120779.61
11246,111246,Driver_11246,Mumbai,Mini EV,1.5,60,20189.2,41.3,160.9,87.1,Inactive,0.154,1801.95,12945.97,120,716657.12,371086.59
11247,111247,Driver_11247,Mumbai,Hatchback,4.7,40,81225.2,97.1,219.4,96.2,Active,0.177,506.11,43207.55,160,691836.63,308603.85
11248,111248,Driver_11248,Mumbai,Mini EV,4.9,30,188890.6,49.6,93.0,85.6,Active,0.16,2583.38,25591.71,140,100597.89,50607.67
11249,111249,Driver_11249,Chennai,Mini EV,2.5,30,206058.3,48.8,80.0,85.4,Active,0.183,4731.85,9204.35,160,325597.02,150288.49
11250,111250,Driver_11250,Mumbai,Sedan,2.0,50,58417.0,36.3,145.2,86.7,Inactive,0.125,2331.86,11984.74,100,65595.23,26967.56
11251,111251,Driver_11251,Hyderabad,Mini EV,0.8,60,10424.2,25.2,86.4,82.6,Maintenance,0.175,894.49,29608.56,140,614224.66,387158.48
11252,111252,Driver_11252,Chennai,Sedan,3.4,40,172757.4,21.9,44.5,90.9,Active,0.197,3699.84,38785.62,100,287095.35,158285.96
11253,111253,Driver_11253,Chennai,Hatchback,1.6,30,151054.1,99.0,182.2,90.0,Maintenance,0.163,1700.58,16960.66,100,784855.07,485667.89
11254,111254,Driver_11254,Mumbai,Sedan,2.3,30,81136.5,93.0,167.1,80.7,Active,0.167,2063.07,24150.4,100,485707.99,288927.02
11255,111255,Driver_11255,Bangalore,SUV,2.2,75,104236.2,88.0,478.3,97.6,Maintenance,0.138,3226.37,34302.16,100,669811.31,370452.06
11256,111256,Driver_11256,Chennai,Sedan,3.2,50,31776.3,23.2,88.5,99.9,Maintenance,0.131,1448.08,27983.42,100,760683.12,317003.84
11257,111257,Driver_11257,Chennai,Mini EV,4.7,30,188868.2,45.6,90.0,95.4,Active,0.152,2926.45,32563.21,140,658622.09,269945.2
11258,111258,Driver_11258,Mumbai,Mini EV,1.2,75,179996.7,39.4,236.4,74.7,Active,0.125,4633.79,39455.8,160,692240.65,387990.27
11259,111259,Driver_11259,Chennai,Sedan,1.2,75,152448.5,94.9,372.6,96.9,Inactive,0.191,2153.93,41045.59,140,158401.99,66391.49
11260,111260,Driver_11260,Mumbai,Hatchback,7.9,75,199899.1,78.1,382.8,89.3,Active,0.153,4919.76,23210.32,100,274660.31,119047.38
11261,111261,Driver_11261,Delhi,Hatchback,5.9,50,76169.6,84.6,320.5,92.8,Maintenance,0.132,3461.96,19132.18,160,433303.0,200753.05
11262,111262,Driver_11262,Bangalore,Hatchback,3.5,30,63921.4,31.5,55.6,95.3,Active,0.17,2294.96,46602.77,100,171420.11,78459.0
11263,111263,Driver_11263,Delhi,Mini EV,6.2,60,116191.1,78.7,308.6,73.1,Inactive,0.153,2543.68,36301.16,120,761200.68,515666.64
11264,111264,Driver_11264,Bangalore,Mini EV,7.5,30,55394.2,67.5,122.7,70.4,Active,0.165,1487.95,13192.19,140,148021.8,61150.67
11265,111265,Driver_11265,Hyderabad,Hatchback,0.5,75,215553.4,14.9,78.1,93.1,Active,0.143,1418.75,39955.36,120,756128.15,381494.91
11266,111266,Driver_11266,Delhi,Hatchback,4.1,40,78015.2,57.5,137.7,84.8,Inactive,0.167,4081.55,38139.08,120,264095.85,137403.07
11267,111267,Driver_11267,Bangalore,SUV,0.8,40,89685.2,99.4,204.9,81.5,Active,0.194,2870.66,32428.12,140,350949.44,234752.75
11268,111268,Driver_11268,Mumbai,Sedan,1.3,75,193589.0,46.8,206.5,85.0,Inactive,0.17,3890.35,21133.37,140,221877.01,106438.47
11269,111269,Driver_11269,Mumbai,SUV,4.9,30,54975.5,16.8,27.0,76.0,Active,0.187,1818.41,42652.12,120,659568.7,299735.88
11270,111270,Driver_11270,Bangalore,SUV,5.6,60,32167.1,13.9,52.1,86.7,Inactive,0.16,521.19,25836.93,140,439141.97,292787.87
11271,111271,Driver_11271,Chennai,Sedan,6.7,40,206337.9,92.5,237.2,72.2,Inactive,0.156,3445.34,35616.38,140,176998.71,104681.77
11272,111272,Driver_11272,Chennai,SUV,6.8,30,120791.4,43.6,81.2,95.0,Maintenance,0.161,1419.14,26170.55,100,276719.33,115223.93
11273,111273,Driver_11273,Chennai,SUV,3.4,50,153410.0,88.7,366.5,99.5,Maintenance,0.121,4115.25,19168.95,120,668664.04,316226.83
11274,111274,Driver_11274,Bangalore,Mini EV,3.4,30,9875.1,93.0,176.6,96.8,Maintenance,0.158,1965.87,26519.93,120,782480.36,359862.23
11275,111275,Driver_11275,Delhi,SUV,5.6,30,12034.0,62.3,96.3,86.0,Active,0.194,3027.69,30005.37,160,514626.99,254925.62
11276,111276,Driver_11276,Hyderabad,Hatchback,3.0,50,245516.3,60.3,152.3,88.5,Maintenance,0.198,767.14,25343.97,100,625175.46,261784.67
11277,111277,Driver_11277,Chennai,Sedan,4.3,40,71018.9,59.3,125.5,74.3,Active,0.189,2261.48,21777.91,120,402111.64,263801.11
11278,111278,Driver_11278,Mumbai,Sedan,5.3,40,133663.2,61.9,127.6,98.5,Inactive,0.194,2794.69,19981.91,140,578784.58,315172.69
11279,111279,Driver_11279,Mumbai,Hatchback,6.8,40,58565.7,35.0,72.2,77.6,Active,0.194,3650.33,28184.45,120,214027.61,132790.13
11280,111280,Driver_11280,Mumbai,Hatchback,7.4,40,146652.8,55.8,140.4,82.0,Inactive,0.159,2426.9,29103.38,100,245884.86,152103.86
11281,111281,Driver_11281,Mumbai,SUV,3.7,30,36541.6,43.7,66.9,82.3,Maintenance,0.196,1073.84,42639.21,140,344200.59,154083.95
11282,111282,Driver_11282,Hyderabad,Hatchback,7.5,75,233547.3,84.5,507.0,72.5,Maintenance,0.125,2749.92,21819.47,120,249406.33,125053.88
11283,111283,Driver_11283,Hyderabad,Sedan,7.2,50,54396.1,94.0,288.3,97.4,Active,0.163,4652.83,29699.41,140,550664.41,258225.87
11284,111284,Driver_11284,Hyderabad,Hatchback,4.8,60,116528.1,78.4,364.7,98.6,Active,0.129,4629.18,39551.34,100,258030.79,153588.55
11285,111285,Driver_11285,Mumbai,Hatchback,7.5,40,201521.3,86.6,286.3,87.7,Inactive,0.121,2282.86,29380.59,120,496125.5,221134.7
11286,111286,Driver_11286,Chennai,Mini EV,5.3,40,45672.0,82.0,236.0,73.3,Maintenance,0.139,3243.84,36547.1,100,410836.24,206936.68
11287,111287,Driver_11287,Mumbai,Sedan,3.1,40,198635.0,12.1,26.4,87.1,Maintenance,0.183,1930.22,31401.21,120,228771.38,139576.53
11288,111288,Driver_11288,Delhi,Mini EV,2.0,50,210719.1,25.2,84.0,84.4,Inactive,0.15,3282.93,18316.54,100,630675.87,358634.03
11289,111289,Driver_11289,Mumbai,Mini EV,7.1,50,205401.4,78.6,202.6,82.6,Active,0.194,1718.76,34071.01,100,653114.8,339079.93
11290,111290,Driver_11290,Bangalore,Hatchback,2.5,30,41599.0,40.2,64.1,81.4,Maintenance,0.188,3705.28,24435.56,140,63738.9,35739.16
11291,111291,Driver_11291,Bangalore,SUV,7.1,75,27672.6,93.1,410.7,93.9,Inactive,0.17,612.98,27315.12,100,77064.37,34038.63
11292,111292,Driver_11292,Bangalore,Mini EV,5.4,50,38869.7,31.6,116.2,89.0,Inactive,0.136,1381.99,26544.56,100,323696.8,172931.96
11293,111293,Driver_11293,Hyderabad,Sedan,4.5,30,46099.2,52.4,82.7,86.4,Active,0.19,4872.79,22638.58,120,472507.98,264296.25
11294,111294,Driver_11294,Chennai,Sedan,3.3,50,46636.2,34.7,107.8,86.1,Inactive,0.161,4838.99,44436.18,100,683169.48,458893.53
11295,111295,Driver_11295,Hyderabad,Mini EV,4.5,50,49575.4,59.8,184.6,95.3,Maintenance,0.162,4707.07,23735.71,100,422062.87,203141.04
11296,111296,Driver_11296,Mumbai,Sedan,4.0,75,64177.4,52.3,220.4,99.8,Inactive,0.178,2186.02,38547.37,140,51869.74,30356.06
11297,111297,Driver_11297,Hyderabad,Mini EV,6.9,30,207279.3,96.3,225.7,94.4,Inactive,0.128,4234.74,30207.97,120,687954.5,460790.02
11298,111298,Driver_11298,Mumbai,Sedan,6.2,75,65336.6,85.4,370.2,74.2,Maintenance,0.173,684.69,37681.44,100,277682.07,146805.39
11299,111299,Driver_11299,Chennai,Mini EV,3.5,60,17774.0,68.6,255.7,83.3,Inactive,0.161,3327.53,12084.06,100,700294.88,427322.35
11300,111300,Driver_11300,Mumbai,Mini EV,5.0,60,146374.5,49.9,220.1,73.6,Inactive,0.136,4722.16,10603.7,140,792294.27,394586.26
11301,111301,Driver_11301,Hyderabad,Mini EV,6.9,75,28693.3,87.2,444.9,79.5,Active,0.147,1986.66,7122.6,140,273458.27,186162.37
11302,111302,Driver_11302,Delhi,SUV,6.6,30,109239.6,25.3,57.1,74.3,Active,0.133,2706.11,38499.96,100,471740.43,201872.36
11303,111303,Driver_11303,Chennai,SUV,4.0,40,120025.1,86.8,226.9,76.7,Active,0.153,2003.09,25211.82,140,780270.73,377246.19
11304,111304,Driver_11304,Bangalore,Mini EV,4.4,60,206092.4,74.1,271.1,92.7,Inactive,0.164,4103.45,39724.28,120,541208.63,230417.21
11305,111305,Driver_11305,Chennai,SUV,3.8,40,7310.7,67.0,198.5,72.5,Active,0.135,594.58,32938.05,160,169389.64,72209.74
11306,111306,Driver_11306,Mumbai,SUV,2.2,75,228404.5,58.2,259.8,97.0,Maintenance,0.168,1531.64,15274.62,160,439245.03,260798.84
11307,111307,Driver_11307,Mumbai,Sedan,4.8,50,186028.5,76.1,297.3,85.7,Inactive,0.128,2505.76,41508.09,100,489313.83,258796.55
11308,111308,Driver_11308,Bangalore,Sedan,2.5,30,223973.1,51.8,106.4,86.6,Active,0.146,1773.25,48698.09,100,589900.24,264737.44
11309,111309,Driver_11309,Mumbai,Hatchback,3.3,40,201422.4,69.5,144.8,74.8,Active,0.192,3517.08,20088.43,120,230247.6,120271.99
11310,111310,Driver_11310,Hyderabad,Mini EV,2.0,60,52970.0,87.5,407.0,81.6,Inactive,0.129,3634.91,19266.4,100,755698.12,463985.03
